state,year,population,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,violent_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,property_crime_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
GEORGIA,2014,10097343.0,38097,580.0,3048.0,2159.0,12417.0,22052,331316.0,76428.0,228034.0,377.29727513465673,5.744085349977712,30.186158873675975,21.381862535520483,122.97294446667802,218.394086444325,3281.219623815889,756.9119916001665,2258.3564805117544
HAWAII,2014,1419561.0,3680,26.0,445.0,314.0,1107.0,2102,43297.0,7778.0,31640.0,259.23507337831904,1.8315521488685589,31.34771947101956,22.11951441325875,77.98185495374979,148.07394680468116,3050.0274380600763,547.9158697653711,2228.8580765461998
IDAHO,2014,1634464.0,3468,32.0,609.0,468.0,204.0,2623,30316.0,6428.0,22227.0,212.17965033185192,1.9578283767644928,37.25992129529925,28.633240010180707,12.481155901873642,160.48074475791452,1854.7976584372614,393.2787751825675,1359.8953540732618
ILLINOIS,2014,12880580.0,47663,685.0,4159.0,3081.0,15299.0,27520,267385.0,50008.0,199926.0,370.03768463842465,5.3180835024509765,32.288918666706,23.91973032270286,118.77570730510583,213.65497516416184,2075.877017960371,388.2433865555744,1552.150601913889
INDIANA,2014,6596855.0,24099,330.0,2186.0,1615.0,6897.0,14686,174776.0,36893.0,124022.0,365.3104395958377,5.002383711632286,33.13700240493387,24.481362709958002,104.54981957311476,222.6212339061568,2649.383683588619,559.2513402219694,1880.0170687395735
IOWA,2014,3107126.0,8497,60.0,1128.0,828.0,1045.0,6264,65056.0,14428.0,46477.0,273.46815030996487,1.9310449592324226,36.30364523356955,26.64842043740743,33.63236637329803,201.6010937438649,2093.7676811304077,464.3519445300899,1495.8196095040882
KANSAS,2014,2904021.0,10123,91.0,1411.0,1075.0,1362.0,7259,79431.0,15828.0,56697.0,348.5856335060938,3.133586155196536,48.58780291189354,37.01763864655249,46.90048728986464,249.96375714913904,2735.2074933342424,545.0373809280305,1952.3619147382199
KENTUCKY,2014,4413457.0,9340,160.0,1440.0,883.0,3336.0,4404,99166.0,23244.0,69604.0,211.6254899503949,3.6252760591074074,32.627484531966665,20.006992251199005,75.58700583238944,99.78572352693138,2246.9007854840324,526.6619794868286,1577.0857176131997
LOUISIANA,2014,4649676.0,23934,477.0,1375.0,992.0,5695.0,16387,160824.0,38337.0,112596.0,514.7455435604545,10.258779321397878,29.57195297048655,21.334819888525566,122.48165248503336,352.4331587835367,3458.8216469276567,824.5090625669402,2421.5880848472025
MAINE,2014,1330089.0,1700,21.0,485.0,360.0,304.0,890,26421.0,5030.0,20592.0,127.8109961062756,1.5788417166069337,36.46372535973157,27.065857998976007,22.855613421357518,66.91281560857958,1986.4084283081809,378.17018259680367,1548.1670775414277
MARYLAND,2014,5976407.0,26661,365.0,1619.0,1144.0,9544.0,15133,149859.0,28012.0,108745.0,446.10415589165865,6.107348445311707,27.08985515879357,19.14193594914135,159.69461249878063,253.21233978877274,2507.5099470300465,468.709711370059,1819.5715251655386
MASSACHUSETTS,2014,6745408.0,26399,132.0,2180.0,1629.0,6036.0,18051,125267.0,24964.0,92043.0,391.3625387819387,1.9568868184103914,32.3182823040504,24.149762327200964,89.48309724185698,267.60427241762096,1857.0707657713217,370.0888070817955,1364.5282835374821
MICHIGAN,2014,9909877.0,42348,535.0,6273.0,4049.0,8021.0,27519,202547.0,44184.0,137206.0,427.33123731000904,5.398654292076481,63.300482942421986,40.858226595547045,80.93945061073916,277.69264946477136,2043.8901512097475,445.8582079273033,1384.5378706516742
MINNESOTA,2014,5457173.0,12505,88.0,2001.0,1452.0,3687.0,6729,125377.0,20773.0,96237.0,229.147948947193,1.6125565379730495,36.66733673277354,26.607182876555314,67.5624540398481,123.3056016365983,2297.4716029709884,380.6549654922063,1763.4954948285497
MISSISSIPPI,2014,2994079.0,8338,258.0,1058.0,764.0,2430.0,4592,87462.0,24352.0,58591.0,278.4829658803258,8.617007099679066,35.33640895914904,25.517028775793822,81.16018314814005,153.36936667335766,2921.1654067912036,813.338592602266,1956.8955929352567
MISSOURI,2014,6063589.0,26856,403.0,2379.0,1706.0,5592.0,18482,176237.0,35258.0,124622.0,442.90600830630177,6.646228825865341,39.23418952043089,28.13515230006519,92.22260941498509,304.8029805450205,2906.479974153921,581.4708087899756,2055.251436071937
MONTANA,2014,1023579.0,3313,37.0,541.0,430.0,203.0,2532,25312.0,3595.0,19674.0,323.6682268784334,3.614767399487485,52.85376116547916,42.00945896701671,19.832372489079983,247.36732582438677,2472.891686914249,351.21861624750017,1922.0792923653182
NEBRASKA,2014,1881503.0,5275,54.0,862.0,620.0,1043.0,3316,47479.0,7950.0,35074.0,280.3609667377623,2.870045915419747,45.81443664984855,32.95237902889339,55.43440536634807,176.24207880614594,2523.461296633596,422.5345375479072,1864.1479710635595
NEVADA,2014,2839099.0,18045,170.0,1357.0,995.0,5954.0,10564,74538.0,21927.0,42426.0,635.5889667813626,5.987815148397432,47.796853861031266,35.04632983914968,209.7144199621077,372.08987780982625,2625.410385477928,772.3224868171205,1494.3473263877024
NEW HAMPSHIRE,2014,1326813.0,2602,12.0,594.0,458.0,537.0,1459,26041.0,4162.0,21022.0,196.10902214554724,0.9044228538610942,44.76893126612416,34.518805589031764,40.47292271028397,109.96274531527804,1962.6729614497297,313.6839931474895,1584.3981028223268
NEW JERSEY,2014,8938175.0,23346,349.0,1274.0,953.0,10498.0,11225,154993.0,31710.0,111578.0,261.1942594545307,3.90460021201196,14.253468968777183,10.662131811024063,117.45126941461764,125.58492085912391,1734.0564488835807,354.77040894813535,1248.330895289027
NEW MEXICO,2014,2085572.0,12459,101.0,1475.0,1071.0,2086.0,8797,73877.0,18505.0,49082.0,597.3900685279626,4.842796124995925,70.72400281553453,51.35281831555084,100.02052194793562,421.80274763949654,3542.2895972903357,887.2865573569266,2353.407122842079
NEW YORK,2014,19746227.0,75398,617.0,5433.0,3918.0,24045.0,45303,339282.0,50781.0,272765.0,381.83497029584436,3.1246475592527116,27.514117000680688,19.841765214184967,121.7700981559667,229.42610757994427,1718.2117880038552,257.1681162178476,1381.352498378551
NORTH CAROLINA,2014,9943964.0,32767,510.0,2420.0,1740.0,8416.0,21421,285697.0,79373.0,192694.0,329.51647853914193,5.128739404124954,24.33637129016155,17.49805208466161,84.63425651983454,215.4171113250209,2873.069532431936,798.2028092619804,1937.7986485067725
NORTH DAKOTA,2014,739482.0,1960,22.0,358.0,276.0,173.0,1407,15605.0,2707.0,11384.0,265.0504001449663,2.975055511831255,48.412266965254055,37.323423693883015,23.394754706673048,190.26832296120799,2110.260966460306,366.0670577512367,1539.455997576682
OHIO,2014,11594163.0,33030,464.0,5042.0,4097.0,12753.0,14771,324528.0,78845.0,227668.0,284.8847303595783,4.002013771929893,43.487399651014044,35.33674660257925,109.99500352030587,127.40031341632854,2799.0636322777245,680.0404651892508,1963.6432573873594
OKLAHOMA,2014,3878051.0,15744,175.0,1777.0,1277.0,3048.0,10744,115982.0,29508.0,75891.0,405.97712613887745,4.512576033682899,45.82198635345435,32.92891197150321,78.59618143237415,277.04638231936605,2990.729105934914,760.8976777252285,1956.936615841308
OREGON,2014,3970239.0,9224,81.0,1458.0,1052.0,2093.0,5592,114305.0,17230.0,87526.0,232.3285827377143,2.0401794451165283,36.72323001209751,26.497145385957875,52.7172293657888,140.84794391471144,2879.0458206672192,433.97891159700964,2204.552421151472
PENNSYLVANIA,2014,12787209.0,40164,614.0,3827.0,2787.0,13534.0,22189,247016.0,45720.0,188256.0,314.0951242761419,4.801673297120583,29.928344801433994,21.795217392630402,105.84014072187293,173.52496545571438,1931.7428846279122,357.54479339471186,1472.221186030509
RHODE ISLAND,2014,1055173.0,2313,25.0,361.0,253.0,529.0,1398,22935.0,4823.0,16279.0,219.2057605719631,2.369279729485118,34.2123992937651,23.97711086238939,50.13395907590509,132.49012247280777,2173.5772238296468,457.08144541226886,1542.7801886515292
SOUTH CAROLINA,2014,4832482.0,24052,311.0,2068.0,1480.0,3997.0,17676,167217.0,36721.0,117594.0,497.71525274175883,6.435616314763304,42.79374449816885,30.626084070256233,82.71112028973931,365.7747716390873,3460.271554037863,759.8786710431617,2433.407925782238
SOUTH DAKOTA,2014,853175.0,2786,20.0,470.0,413.0,200.0,2096,15902.0,2818.0,12077.0,326.544964397691,2.3441849561930437,55.08834647053653,48.40741934538635,23.441849561930436,245.670583409031,1863.8614586690892,330.2956603275998,1415.5360857971693
TENNESSEE,2014,6549352.0,39848,371.0,2531.0,1861.0,7265.0,29681,200447.0,46642.0,141206.0,608.4266046472994,5.664682551800545,38.64504457845601,28.41502487574343,110.92700468687589,453.189872830167,3060.562327387503,712.1620581700297,2156.0300927481067
TEXAS,2014,26956958.0,109414,1184.0,11393.0,8236.0,31181.0,65656,813934.0,169234.0,576154.0,405.8840763857702,4.392186981928748,42.26367084891403,30.552408769565172,115.6695796313516,243.55863892357587,3019.3837153287104,627.7933882599068,2137.310893907243
UTAH,2014,2942902.0,6346,67.0,1454.0,945.0,1312.0,3513,84711.0,11518.0,65895.0,215.63748979748559,2.2766643265728863,49.40701389308921,32.11116102405041,44.58184472333771,119.37196685448582,2878.4852502733693,391.38238378308216,2239.1163552167213
VERMONT,2014,626562.0,622,10.0,110.0,99.0,70.0,432,9551.0,2034.0,7273.0,99.27189966834887,1.5960112486872806,17.55612373556009,15.80051136200408,11.172078740810965,68.94768594329054,1524.3503436212218,324.6286879829929,1160.7789811702592
VIRGINIA,2014,8326289.0,16340,338.0,2310.0,1432.0,4292.0,9400,160720.0,23122.0,129933.0,196.24589057622188,4.059431518651346,27.74345209492488,17.198538268369017,51.54757419541887,112.8954327672268,1930.271697271137,277.6987443025338,1560.5151346536254
WASHINGTON,2014,7061530.0,20136,174.0,2695.0,2171.0,5640.0,11627,261706.0,55290.0,175769.0,285.1506684811932,2.4640552401533378,38.164533748351985,30.744045553867224,79.86937674979785,164.65270274289,3706.080693560744,782.9747944142417,2489.10646842823
WEST VIRGINIA,2014,1850326.0,5588,74.0,505.0,285.0,651.0,4358,37648.0,8973.0,26779.0,302.0008366093326,3.9992952593218707,27.2924879183452,15.402691201442341,35.182989375926184,235.52606405573937,2034.6684854452676,484.9415724580425,1447.258483099735
WISCONSIN,2014,5757564.0,16714,165.0,1674.0,1168.0,5066.0,9809,120238.0,21216.0,89103.0,290.29638228945436,2.8657953259399287,29.074796215899642,20.286357216350524,87.98860073461624,170.36719001299855,2088.348475153728,368.48917354631226,1547.581581377124
WYOMING,2014,584153.0,1142,16.0,174.0,126.0,53.0,899,11477.0,1689.0,9185.0,195.49672774084868,2.739008444705411,29.786716836171347,21.56969150205511,9.072965473086674,153.8980369868853,1964.7249949927502,289.13657894421493,1572.3620352887
ALABAMA,2015,4858979.0,22952,348.0,2039.0,1456.0,4611.0,15954,144746.0,35255.0,99156.0,472.3626095111751,7.161998436297008,41.963548309222986,29.965142882897826,94.89647928093537,328.34058348471973,2978.9385794834675,725.5639507806064,2040.6756234180061
ALASKA,2015,738432.0,5392,59.0,901.0,650.0,761.0,3671,20806.0,3511.0,15249.0,730.1958745016468,7.989902929450511,122.01529727855782,88.02435430750563,103.0562055815566,497.13446871208185,2817.5918703414804,475.4669353440804,2065.051352054082
ARIZONA,2015,6828065.0,28012,309.0,3108.0,2294.0,6360.0,18235,207107.0,37957.0,152365.0,410.2479985178817,4.525440223547959,45.51802011257948,33.596633892618186,93.144983241958,267.05955493979627,3033.172648473616,555.896875615566,2231.4521024624105
ARKANSAS,2015,2978204.0,15526,181.0,1931.0,1300.0,2098.0,11316,96836.0,22640.0,68424.0,521.3209034706823,6.077488311747617,64.83773441980469,43.65046853741382,70.44514076268784,379.9605399764422,3251.489824068465,760.1896982208069,2297.4920455415413
CALIFORNIA,2015,39144818.0,166883,1861.0,12811.0,9387.0,52862.0,99349,1024914.0,197404.0,656517.0,426.32207409930993,4.754141403850696,32.727192651655706,23.98018557654298,135.04214018826195,253.79859985554154,2618.262269095235,504.29152589239266,1677.1491950735344
COLORADO,2015,5456574.0,17515,176.0,3257.0,2377.0,3323.0,10759,144136.0,23454.0,104682.0,320.98895754002416,3.225467115446432,59.689468153460396,43.56213257622824,60.899018321752806,197.17500394936457,2641.510955409017,429.83014616863994,1918.456526017974
CONNECTICUT,2015,3590886.0,7845,117.0,773.0,582.0,2892.0,4063,65066.0,10053.0,48675.0,218.46975927389505,3.2582487998783587,21.52672070346984,16.207699158369273,80.53722674571122,113.14756302483566,1811.9762086571393,279.9587622664713,1355.5150455904197
DELAWARE,2015,945934.0,4720,63.0,341.0,243.0,1235.0,3081,25455.0,4773.0,19501.0,498.9777299473325,6.6600841073478705,36.04902667627974,25.688895842627495,130.55879162816856,325.7098275355363,2690.991126230794,504.5806578471648,2061.560320276045
FLORIDA,2015,20271272.0,93626,1041.0,7553.0,5430.0,21137.0,63895,570270.0,109268.0,420341.0,461.86544189234894,5.135346218037033,37.25962534566158,26.786676238175875,104.27071374702089,315.1997565816294,2813.192975754062,539.0288285806632,2073.579793118064
GEORGIA,2015,10214860.0,38643,615.0,3224.0,2296.0,12247.0,22557,308723.0,66374.0,215867.0,378.30180736691443,6.020640517833823,31.561861836579258,22.47705793324627,119.89395840961109,220.82534660289028,3022.2930123369288,649.7788515946376,2113.264401078429
HAWAII,2015,1431603.0,4201,19.0,561.0,400.0,1203.0,2418,54346.0,6557.0,42010.0,293.4472755365838,1.327183583716994,39.18684160343335,27.940707025620927,84.03167637955495,168.9015739698785,3796.1641600359876,458.0180399174911,2934.472755365838
IDAHO,2015,1654930.0,3568,32.0,694.0,533.0,192.0,2650,28858.0,6124.0,20863.0,215.59824282598055,1.9336165275872697,41.93530844204891,32.206800287625455,11.601699165523618,160.12761869082075,1743.7595547847943,370.0458629670137,1260.6575504704126
ILLINOIS,2015,12859995.0,49354,744.0,4821.0,3549.0,14910.0,28879,255729.0,46443.0,191634.0,383.77930940097565,5.785383275809982,37.48835050091388,27.597211351948427,115.94094709990166,224.56462852435013,1988.56220395109,361.1432197290901,1490.156100371734
INDIANA,2015,6619680.0,25653,373.0,2404.0,1789.0,7111.0,15765,171847.0,34410.0,123918.0,387.5262852585019,5.6347134604693885,36.31595484978126,27.0254755516883,107.42211103860005,238.15350590965122,2596.0016194136274,519.8136465811036,1871.963599448916
IOWA,2015,3123899.0,8936,72.0,1156.0,851.0,1047.0,6661,63957.0,14892.0,44723.0,286.05278211619515,2.304812031374894,37.00503761485246,27.241597759722705,33.51580828957658,213.22712418039123,2047.3453207033904,476.71195515604063,1431.640395544158
KANSAS,2015,2911641.0,11353,128.0,1615.0,1251.0,1818.0,7792,79199.0,15362.0,56880.0,389.91757569013487,4.3961463655718545,55.467002971863636,42.96546174476867,62.43901634851275,267.61541000418663,2720.081218804104,527.6062536555846,1953.5375412009928
KENTUCKY,2015,4425092.0,9676,209.0,1492.0,997.0,3307.0,4668,96362.0,22260.0,66320.0,218.6621204711676,4.723065644736878,33.71681311936565,22.53060501340989,74.73290950787012,105.48933219919495,2177.6270414264836,503.04038876479854,1498.7259021959317
LOUISIANA,2015,4670724.0,25208,481.0,1723.0,1260.0,5550.0,17454,156629.0,35453.0,111435.0,539.7021960621094,10.298189317116575,36.88935591141759,26.976545820305372,118.8252613513451,373.6893894822302,3353.4201549909612,759.0472055295924,2385.8185583220074
MAINE,2015,1329328.0,1729,23.0,474.0,354.0,311.0,921,24327.0,4684.0,18829.0,130.06571741511502,1.7301975133300433,35.657113970366986,26.629996509514584,23.395279419375804,69.28312651204217,1830.0223872513027,352.35848488860535,1416.429955586582
MARYLAND,2015,6006401.0,27462,516.0,1666.0,1184.0,9863.0,15417,139048.0,25678.0,100219.0,457.2122307518262,8.59083501084926,27.737075829602453,19.712303590785897,164.20815060466327,256.6761693067113,2314.996950753038,427.5105841251691,1668.5366161866316
MASSACHUSETTS,2015,6794422.0,26562,128.0,2075.0,1608.0,5288.0,19071,114871.0,21890.0,84912.0,390.9383314724932,1.8838982918635316,30.53975746575647,23.666472291535616,77.82854818261215,280.686127532261,1690.666255348873,322.1760438194743,1249.7310293649703
MICHIGAN,2015,9922576.0,41231,571.0,6450.0,4163.0,7796.0,26414,187101.0,40041.0,131296.0,415.52717762000515,5.754554059349105,65.0032814059575,41.9548310841862,78.56830726214645,266.2010348925521,1885.60914020714,403.5343241513091,1323.2047806940457
MINNESOTA,2015,5489594.0,13319,133.0,2321.0,1686.0,3771.0,7094,121984.0,19299.0,94704.0,242.62267847130408,2.422765690868942,42.27999374817154,30.71265379552659,68.69360466366001,129.2263143686036,2222.0951130447897,351.5560531434565,1725.154902165807
MISSISSIPPI,2015,2992333.0,8254,259.0,1203.0,862.0,2294.0,4498,84790.0,24799.0,55748.0,275.8382840412481,8.655453788064364,40.202744814831775,28.806954306221932,76.66259069428436,150.3174947440676,2833.575006525009,828.7513455220391,1863.027945084989
MISSOURI,2015,6083672.0,30261,502.0,2553.0,1854.0,6376.0,20830,173642.0,34006.0,122637.0,497.4134042729457,8.251595418030426,41.96478705623841,30.475015747068547,104.80512427362947,342.3918975250474,2854.230142584939,558.9716210867384,2015.8384607191185
MONTANA,2015,1032949.0,3611,36.0,547.0,431.0,210.0,2818,27100.0,3838.0,20844.0,349.58163471768694,3.485167225100174,52.95517978138321,41.725196500504865,20.330142146417685,272.8111455647859,2623.5564388948537,371.5575502759575,2017.9118233330012
NEBRASKA,2015,1896190.0,5212,62.0,873.0,652.0,994.0,3283,42495.0,6422.0,32072.0,274.86697008211206,3.269714532826352,46.03969011544202,34.384739925851314,52.42090718757087,173.1366582462728,2241.072888265416,338.6791408034005,1691.3916854323668
NEVADA,2015,2890845.0,20118,178.0,1688.0,1238.0,6287.0,11965,77137.0,22360.0,43426.0,695.9210888165917,6.157369212116181,58.39123162950625,42.824848789886694,217.47966425041815,413.89282372455114,2668.320162443853,773.4762673197629,1502.190535985153
NEW HAMPSHIRE,2015,1330608.0,2652,14.0,627.0,461.0,468.0,1543,23229.0,3467.0,18871.0,199.3073842934959,1.0521505958178516,47.12131596984236,34.64581604800212,35.17189134591104,115.96202638192464,1745.743299303777,260.55757969289226,1418.2238495484771
NEW JERSEY,2015,8958013.0,22879,363.0,1373.0,1019.0,9729.0,11414,145701.0,27960.0,105963.0,255.4026210946557,4.0522379237449195,15.327059695046213,11.37529048015447,108.6066742702874,127.41664920557717,1626.4879276241284,312.122788837212,1182.8850884677215
NEW MEXICO,2015,2085109.0,13681,117.0,1672.0,1215.0,2485.0,9407,77094.0,17085.0,51483.0,656.1287683281785,5.611217447145449,80.18765445835206,58.27033502804889,119.17842184749094,451.1514745751901,3697.3606655575322,819.3816246536752,2469.079554114437
NEW YORK,2015,19795791.0,75165,609.0,6074.0,4389.0,23936.0,44546,317529.0,44276.0,257940.0,379.7019275461132,3.0764115462726394,30.68329020042695,22.171379764516608,120.91459239997027,225.02763339944335,1604.0227945425368,223.66370709814024,1303.0042598449338
NORTH CAROLINA,2015,10042802.0,34852,517.0,2684.0,1939.0,8825.0,22826,276183.0,74841.0,187907.0,347.0346224091643,5.147965677307987,26.725609048152098,19.30736063501003,87.87388220936747,227.28716547433672,2750.059196626599,745.2203080375377,1871.0614826419958
NORTH DAKOTA,2015,756927.0,1812,21.0,345.0,276.0,148.0,1298,16020.0,2997.0,11440.0,239.3890031667519,2.7743758645153362,45.579032059894814,36.46322564791585,19.552744188012845,171.4828510543289,2116.4524452159853,395.94306980726014,1511.3742804788308
OHIO,2015,11613423.0,33898,500.0,5149.0,4154.0,12554.0,15695,300525.0,69303.0,213993.0,291.8863800965486,4.305362854689784,44.3366266775954,35.76895459676273,108.0990505555511,135.1453400087123,2587.7383438112947,596.7491238371323,1842.6350267272621
OKLAHOMA,2015,3911338.0,16506,234.0,1849.0,1352.0,3005.0,11418,112878.0,28406.0,74022.0,422.00392806758197,5.982607486236168,47.27282582072937,34.5661765871423,76.8279294706824,291.920565289934,2885.9178112451546,726.2476421112162,1892.4981681460408
OREGON,2015,4028977.0,10468,99.0,1593.0,1164.0,2146.0,6630,118719.0,18336.0,89836.0,259.8178147951701,2.457199433007436,39.53857269475601,28.890708485057125,53.26414124478745,164.55790142261918,2946.6288837091897,455.1031192285287,2229.747154178344
PENNSYLVANIA,2015,12802503.0,40339,658.0,4305.0,3122.0,13003.0,22373,232085.0,39664.0,180287.0,315.0868232563585,5.139619963377474,33.626236994437726,24.38585642198248,101.5660765711205,174.75488972742284,1812.8095732529805,309.8144167589728,1408.2168151024844
RHODE ISLAND,2015,1056298.0,2562,29.0,459.0,338.0,556.0,1518,20043.0,3947.0,14707.0,242.5451908457651,2.7454373671066308,43.453646603515296,31.998545864897974,52.636661245216786,143.70944562992642,1897.4759016868345,373.66349268861626,1392.3154261392147
SOUTH CAROLINA,2015,4896146.0,24700,399.0,2297.0,1707.0,3931.0,18073,161245.0,34551.0,113724.0,504.4784203739022,8.149266790655345,46.91445067201836,34.86415642017211,80.28763848136882,369.12706442985973,3293.304570574489,705.6774859246436,2322.724853384683
SOUTH DAKOTA,2015,858469.0,3289,32.0,495.0,441.0,216.0,2546,16680.0,2960.0,12532.0,383.12391012372024,3.7275661672116294,57.660789149054885,51.370521241885264,25.161071628678496,296.57448317877527,1942.9938646590615,344.7998704670757,1459.8081002342542
TENNESSEE,2015,6600299.0,40400,406.0,2676.0,1966.0,7474.0,29844,193796.0,43247.0,137679.0,612.0934824316292,6.151236481862412,40.54361779670891,29.786529367836213,113.23729424985142,452.1613339032065,2936.170012903961,655.2278919485315,2085.9509546461454
TEXAS,2015,27469114.0,113227,1316.0,12250.0,8925.0,31934.0,67727,777739.0,153054.0,557200.0,412.19749570372016,4.790835263197787,44.59554101380918,32.49103702434669,116.25420463142713,246.55691479528608,2831.3217528603213,557.1857905573511,2028.4600369709776
UTAH,2015,2995919.0,7071,54.0,1645.0,1098.0,1326.0,4046,89278.0,12468.0,68103.0,236.02106732525147,1.802451935449523,54.908026552119736,36.64985602080697,44.2602086371494,135.0503802005328,2979.9871091307878,416.16612465156766,2273.192299257757
VERMONT,2015,626042.0,739,10.0,136.0,121.0,101.0,492,8806.0,1968.0,6660.0,118.04319837966143,1.597336919887164,21.723782110465432,19.327776730634685,16.133102890860357,78.58897645844847,1406.6148916526367,314.3559058337939,1063.8263886448515
VIRGINIA,2015,8382993.0,16399,383.0,2340.0,1493.0,4441.0,9235,156470.0,21340.0,127019.0,195.62225567884883,4.568773945057571,27.91365804552145,17.80986814613826,52.976305718017414,110.16351797025239,1866.5171258045903,254.56301824419992,1515.198688582944
WASHINGTON,2015,7170351.0,20394,211.0,2705.0,2193.0,5449.0,12029,248369.0,50993.0,170509.0,284.42122289410935,2.942673238729875,37.72479199414366,30.58427683665695,75.99349041629901,167.7602672449368,3463.8332209957366,711.1646277846091,2377.9728495857457
WEST VIRGINIA,2015,1844128.0,6231,70.0,672.0,420.0,760.0,4729,37251.0,9170.0,25842.0,337.8832705755783,3.795831959603672,36.43998681219525,22.774991757622033,41.211889847125576,256.43556195665377,2019.9790903885198,497.25398670808096,1401.3127071439726
WISCONSIN,2015,5771337.0,17647,240.0,1780.0,1224.0,5232.0,10395,113924.0,19554.0,83385.0,305.7697029301876,4.158481821456622,30.84207350913662,21.208257289428776,90.65490370775437,180.11424389183995,1973.9620126151012,338.8123064031783,1444.8125278423354
WYOMING,2015,586107.0,1302,16.0,173.0,125.0,59.0,1054,11151.0,1762.0,8797.0,222.14373825939632,2.729876967857405,29.51679471495819,21.327163811385976,10.06642131897418,179.83064525760656,1902.55362928612,300.62770108529674,1500.9204803900993
ALABAMA,2016,4863300.0,25886,407.0,1916.0,1385.0,4686.0,18877,143362.0,34065.0,97574.0,532.2723253757737,8.36880307610059,39.397117183805236,28.478605062406185,96.3543273086176,388.15207780725024,2947.8337754199824,700.4503115168712,2006.3331482738058
ALASKA,2016,741894.0,5966,52.0,1053.0,757.0,850.0,4011,24876.0,4053.0,17766.0,804.1580063998362,7.0090875515909286,141.9340229197163,102.03613993373716,114.57162343946709,540.6432724890618,3353.0396525649217,546.3044585884237,2394.681720030085
ARIZONA,2016,6931071.0,32583,380.0,3290.0,2452.0,7055.0,21858,206432.0,37736.0,150275.0,470.1005082764265,5.4825581789596445,47.46741160204534,35.37692803897117,101.78802092779024,315.3625175676313,2978.3564473657825,544.4468827400556,2168.1353430083172
ARKANSAS,2016,2988248.0,16461,216.0,2143.0,1545.0,2120.0,11982,97673.0,23771.0,66747.0,550.857893990057,7.228315722122127,71.71426200235055,51.70253606795687,70.94458023564309,400.9707360299413,3268.570747809419,795.4828381044679,2233.6499514096554
CALIFORNIA,2016,39250017.0,174796,1930.0,13702.0,10149.0,54789.0,104375,1002070.0,188304.0,637010.0,445.3399345024487,4.91719532248865,34.90953902007227,25.857313641418298,139.58974845794333,265.9234517019445,2553.0434802104674,479.755206220675,1622.9547110769404
COLORADO,2016,5540545.0,18983,204.0,3555.0,2619.0,3528.0,11696,151850.0,23903.0,108336.0,342.6197242329049,3.681948255992867,64.16336299046394,47.26971805120254,63.676046309523706,211.0983666769244,2740.7051111397886,431.4196527597917,1955.3311091237413
CONNECTICUT,2016,3576452.0,8123,78.0,763.0,561.0,2703.0,4579,64664.0,10045.0,47512.0,227.12453571304744,2.1809323877406994,21.333992459566073,15.685936788750414,75.57769543670655,128.03191542903414,1808.0488707803152,280.8649466007093,1328.467430850463
DELAWARE,2016,952065.0,4844,56.0,308.0,221.0,1359.0,3121,26334.0,5023.0,19791.0,508.78879068130846,5.881951337356168,32.35073235545892,23.212700813494877,142.742354776197,327.81375221229644,2765.987616391738,527.5900279917862,2078.7446235288558
FLORIDA,2016,20612439.0,88700,1111.0,7598.0,5528.0,20175.0,59816,553812.0,100325.0,410352.0,430.3226803970166,5.389949243755191,36.86123704235098,26.81875735326615,97.87779117260214,290.19370293830826,2686.785392063501,486.72066415818136,1990.7978866547523
GEORGIA,2016,10310371.0,40990,681.0,3509.0,2528.0,12205.0,24595,309770.0,63344.0,219625.0,397.5608637167373,6.604999955869678,34.03369287099368,24.51900130460873,118.3759536877965,238.5462172020774,3004.450567297724,614.3716845882656,2130.1367331980587
HAWAII,2016,1428557.0,4417,35.0,619.0,447.0,994.0,2769,42753.0,6017.0,31082.0,309.19312285054076,2.450024745249927,43.33043763742013,31.290316032191928,69.58070276509793,193.8319577027728,2992.7402266762897,421.194254061966,2175.761975195949
IDAHO,2016,1683140.0,3876,49.0,719.0,529.0,213.0,2895,29357.0,6318.0,20962.0,230.28387418753044,2.9112254476751787,42.717777487315374,31.429352282044274,12.654918782751286,171.9999524697886,1744.1805197428616,375.36984445738324,1245.4103639625937
ILLINOIS,2016,12801539.0,55854,1054.0,4908.0,3635.0,17827.0,32065,262306.0,47989.0,194407.0,436.3069159106573,8.233385064092685,38.339140317425894,28.39502344210333,139.2566940584253,250.4776964707134,2049.0192624496162,374.868990361237,1518.6220969213155
INDIANA,2016,6633053.0,26845,439.0,2501.0,1851.0,7330.0,16575,171759.0,34097.0,122931.0,404.71559627218414,6.618370153231099,37.70511105519585,27.905701944489213,110.50718274073793,249.88493232301926,2589.4410914551713,514.0468499196373,1853.3094790588889
IOWA,2016,3134693.0,9110,71.0,1247.0,922.0,1148.0,6644,65391.0,15030.0,45378.0,290.6185709413968,2.264974592408252,39.78061009483225,29.412768650709975,36.62240608569962,211.9505801684567,2086.041599608,479.47279047740875,1447.6058740042486
KANSAS,2016,2907289.0,11060,111.0,1312.0,971.0,1671.0,7966,78367.0,14364.0,57066.0,380.4231364683731,3.8179898867983195,45.12795253585041,33.39881243316368,57.476226133693615,274.0009679120308,2695.5352563849,494.0685291348745,1962.8595574777737
